Date,Open,High,Low,Close,Adj Close,Volume
2019-12-31,36.369998931884766,36.7400016784668,36.31999969482422,36.599998474121094,36.15889358520508,5160200
2020-01-02,37.0,37.380001068115234,36.54999923706055,37.380001068115234,36.92949676513672,7454400
2020-01-03,36.72999954223633,36.91999816894531,36.11000061035156,36.31999969482422,35.88227081298828,9173000
2020-01-06,35.95000076293945,36.18000030517578,35.79999923706055,35.84000015258789,35.408058166503906,8408200
2020-01-07,35.75,35.84000015258789,34.7400016784668,35.150001525878906,34.726375579833984,17556800
2020-01-08,35.040000915527344,35.20000076293945,34.40999984741211,34.650001525878906,34.232398986816406,13229400
2020-01-09,34.9900016784668,35.099998474121094,34.529998779296875,35.08000183105469,34.65721893310547,9610400
2020-01-10,35.150001525878906,36.45000076293945,34.5099983215332,34.650001525878906,34.232398986816406,9644900
2020-01-13,34.689998626708984,35.0,34.4900016784668,34.97999954223633,34.55842208862305,7465700
2020-01-14,35.0,35.349998474121094,34.959999084472656,35.150001525878906,34.726375579833984,6827100
2020-01-15,35.0,35.31999969482422,34.88999938964844,35.150001525878906,34.726375579833984,7173900
2020-01-16,35.209999084472656,35.58000183105469,35.150001525878906,35.54999923706055,35.121551513671875,7280800
2020-01-17,35.56999969482422,35.72999954223633,35.40999984741211,35.599998474121094,35.17094802856445,9871700
2020-01-21,35.36000061035156,35.54999923706055,34.959999084472656,34.9900016784668,34.568302154541016,11550500
2020-01-22,35.130001068115234,35.349998474121094,34.86000061035156,34.90999984741211,34.48926544189453,7358400
2020-01-23,34.77000045776367,34.9900016784668,34.0099983215332,34.880001068115234,34.45962905883789,8595200
2020-01-24,34.900001525878906,34.9900016784668,34.0099983215332,34.310001373291016,33.8964958190918,9386600
2020-01-27,33.630001068115234,33.7599983215332,33.16999816894531,33.40999984741211,33.00734329223633,10359100
2020-01-28,33.56999969482422,33.86000061035156,33.34000015258789,33.63999938964844,33.23456954956055,8871000
2020-01-29,33.79999923706055,34.040000915527344,33.59000015258789,33.599998474121094,33.19505310058594,6977700
