Date,Open,High,Low,Close,Adj Close,Volume
2019-12-31,111.08000183105469,111.52999877929688,110.61000061035156,110.91000366210938,110.74006652832031,1327800
2020-01-02,111.1500015258789,111.62000274658203,110.45999908447266,111.44999694824219,111.27923583984375,2014600
2020-01-03,110.0,110.41000366210938,108.63999938964844,109.98999786376953,109.82147216796875,1854500
2020-01-06,109.0199966430664,109.44999694824219,108.58999633789062,109.41999816894531,109.2523422241211,1821800
2020-01-07,109.2699966430664,109.48999786376953,108.16000366210938,108.29000091552734,108.12407684326172,1498900
2020-01-08,108.13999938964844,110.04000091552734,107.88999938964844,109.20999908447266,109.04267120361328,2741600
2020-01-09,109.88999938964844,110.19999694824219,109.05000305175781,109.08999633789062,108.9228515625,1596200
2020-01-10,109.44999694824219,109.44999694824219,108.38999938964844,108.5999984741211,108.43360137939453,1296300
2020-01-13,108.94000244140625,109.33000183105469,108.20999908447266,109.29000091552734,109.12254333496094,1573900
2020-01-14,109.13999938964844,109.5,108.58999633789062,109.08999633789062,108.9228515625,1233200
2020-01-15,108.94000244140625,109.86000061035156,108.58999633789062,109.62999725341797,109.46202087402344,1316100
2020-01-16,110.31999969482422,111.6500015258789,110.19000244140625,111.5999984741211,111.42900848388672,1217100
2020-01-17,112.16999816894531,113.95999908447266,111.9800033569336,113.91999816894531,113.74545288085938,2512600
2020-01-21,112.48999786376953,112.62000274658203,109.93000030517578,110.62000274658203,110.45050811767578,4031800
2020-01-22,110.9800033569336,112.61000061035156,110.54000091552734,110.8499984741211,110.6801528930664,1716600
2020-01-23,109.19000244140625,111.1500015258789,107.6500015258789,110.95999908447266,110.78998565673828,1607100
2020-01-24,111.44999694824219,111.44999694824219,107.4800033569336,108.48999786376953,108.32376861572266,2105300
2020-01-27,104.30000305175781,105.97000122070312,103.52999877929688,104.94000244140625,104.77921295166016,4149700
2020-01-28,106.0,108.04000091552734,105.55999755859375,107.86000061035156,107.69474029541016,2062400
2020-01-29,108.12999725341797,110.12999725341797,108.12999725341797,110.01000213623047,109.84144592285156,1854200
